workerId,postId,experimentID,taskID,clicks,time,clickorder,clicktime,scenarioTime,why,honestly
"A2H5YEOMOPC9G0","il91eimj","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","138210","b4,b5a,b3","117044,126708,138210","138210","why:","honestly:"
"ABI9ZPA1SGP8F","il8zoo9o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","87366","b4,b5a,b3","61286,78150,87366","87366","why:","honestly:"
"A1BWS5AD2T4NIR","il92vxqu","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","372422","b4,b5a,b3","328374,350149,372422","372422","why:","honestly:"
"A7KLTVEIASF4J","il8zq93o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","64593","b4,b5a,b3","53825,61452,64593","64592","why:","honestly:"
"A1M682B2WUSYJP","il8zo5gx","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","68436","b4,b5a,b3","59438,64535,68436","68436","why:","honestly:"
" ATZ6YP0R6EBKT","il92wij0","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","110253","b4,b5a,b3","97499,104339,110253","110252","why:","honestly:"
"A160HFSRDNT91E","il964nnj","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","85050","b4,b5a,b3","34669,43256,85049","85049","why:","honestly:"
"A3I34ICU7DQEAV","il9cbgns","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","105620","b4,b5a,b3","96955,99726,105620","105620","why:","honestly:"
"A2AWBDW9V1E9KT","il8zw6wa","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","223287","b4,b5a,b3","196823,211863,223287","223287","why:","honestly:"
"A1S5W9N861BFLD","il92rz7e","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","269065","b4,b5a,b3","231961,256495,269065","269065","why:","honestly:"
"A1JL8N1PWIFDH2","il9b0o30","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","135343","b4,b5a,b3","93686,119453,135343","135341","why:","honestly:"
"A2C84QVRK3KG57","il912ywz","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","169851","b4,b5a,b3","96937,106486,169851","169851","why:","honestly:"
"A1O0QLF543UTYK","il8zu7h2","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","54360","b4,b5a,b3","47271,52335,54360","54360","why:","honestly:"
"A14MOF7D5EUMH1","il8zp82o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","860051","b4,b5a,b3","421273,434324,860051","860051","why:","honestly:"
"A3TPW4JUUJDUFI","il90363f","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","38817","b4,b5a,b3","21678,24235,38817","38817","why:","honestly:"
"A3NMQ3019X6YE0","il908oo7","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","208393","b4,b5a,b3","196807,203694,208392","208392","why:","honestly:"
"A2TXWYY91LRGJG","il91lzmf","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","294977","b4,b5a,b3","255240,288222,294977","294977","why:","honestly:"
"A2W547LBD3LRTR","il8zufqm","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","93889","b4,b5a,b3","74445,86805,93889","93889","why:","honestly:"
"A1RV7FL4LT45GM","il8zwb94","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","35116","b4,b5a,b3","24812,28261,35116","35116","why:","honestly:"
"A38HCU1O9OS0C5","il98mxw9","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","117871","b4,b5a,b3","102571,112550,117871","117870","why:","honestly:"
" A5N6QK76RTR7R","il91ucug","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","37109","b4,b5a,b3","19429,28965,37108","37104","why:","honestly:"
" A5N6QK76RTR7R","il91lzfq","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","129841","b4,b5a,b3","115492,115775,129841","129839","why:","honestly:"
"A1IM6TFN3AAMBY","il9a4i8x","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","96228","b4,b5a,b3","66813,90988,96228","96228","why:","honestly:"
"A1WYZXOTTP17YO","il904qyq","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","261145","b4,b5a,b3","224295,242407,261145","261144","why:","honestly:"
"A6ORRFI3XOACA","il93vg4t","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","113527","b4,b5a,b3","84130,102145,113527","113527","why:","honestly:"
"A3132FK20GHM6L","il96cm70","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","114977","b4,b5a,b3","95497,108433,114977","114977","why:","honestly:"
"ARG392N6HWZCJ","il90k512","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","14658","b4,b5a,b3","12602,13834,14658","14657","why:","honestly:"
"A3OJCWC178255T","il8zt04r","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","94768","b4,b5a,b3","72168,87450,94768","94767","why:","honestly:"
"A17D6BK59S31BM","il8zsa3k","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","25346","b4,b5a,b3","19697,22716,25346","25346","why:","honestly:"
"A34QARS9MSTJ08","il9am18f","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","146431","b4,b5a,b3","129516,140709,146431","146431","why:","honestly:"
"A3D61CCA0LVMWV","il8zurzi","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","147823","b4,b5a,b3","128416,134018,147823","147823","why:","honestly:"
"AF18OIZ0GWGP2","il92g3za","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","165192","b4,b5a,b3","149483,156115,165192","165192","why:","honestly:"
"A1OQ3KL56KMQSU","il98u7qn","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","156537","b4,b5a,b3","147136,150512,156537","156537","why:","honestly:"
"A292QSLC0BUT0O","il8zpsox","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","155229","b4,b5a,b3","132941,141381,155229","155228","why:","honestly:"
"A2R8IV2PWFTY00","il94pjlk","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","98419","b4,b5a,b3","84099,91226,98419","98419","why:","honestly:"
"debug","il8z9xe8","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","6742","b4,b5a,b3","5768,6264,6742","6742","why:","honestly:"
"A2D8BKOVHPFT9M","il908ckn","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","37322","b4,b5a,b3","30333,33421,37322","37322","why:","honestly:"
"A38ZV8LBZ034IZ","il93sofd","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","178545","b4,b5a,b3","152958,163286,178545","178545","why:","honestly:"
"AU5UJIZ3TLI5M","il987tpw","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","137730","b4,b5a,b3","124611,131804,137730","137730","why:","honestly:"
"A20NDRGSZZRQF","il94jjho","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","60688","b4,b5a,b3","44567,59270,60688","60688","why:","honestly:"
"AA0AYMAGO1M87","il8zpq4s","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","106898","b4,b5a,b3","94551,101606,106898","106899","why:","honestly:"
"A21LYHAOO5P2CC","il90mj2w","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","138555","b4,b5a,b3","130364,133472,138555","138555","why:","honestly:"
"AGBLVZJFLIBKO","il98zsm6","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","91297","b4,b5a,b3","73206,81920,91297","91297","why:","honestly:"
"A2RBF3IIJP15IH","il91ockh","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","88803","b4,b5a,b3","51512,82314,88802","88802","why:","honestly:"
"A392P1JQB1KR2E","il8zuscw","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","246953","b4,b5a,b3","221234,232830,246953","246969","why:","honestly:"
"A21EZISIJ3JPSW","il90dtli","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","97368","b4,b5a,b3","63542,69138,97368","97366","why:","honestly:"
"A3TN3GQAO61BVB","il957esg","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","91308","b4,b5a,b3","74092,84698,91308","91308","why:","honestly:"
"A255RBA8P0K0XV","il9129j7","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","215507","b4,b5a,b3","120347,207418,215507","215506","why:","honestly:"
"AZLBLEDRP6UYM","il90ee1j","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","14346","b4,b5a,b3","7167,11564,14346","14346","why:","honestly:"
"A175ZTL2OZO9YU","il908oi8","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","walkthrough_prime","3","150012","b4,b5a,b3","129988,141796,150012","150012","why:","honestly:"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_time_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_clickorder_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_clicktime_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_scenariotime_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_why_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime","_honestly_walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM_teach_prime"
"A33PDF03E6TRU0","il9dtdir","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","30488","b5a","30488","30488","why:","honestly:"
"A2S421V2HMNHQQ","il934v0i","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","95052","b5b,b5a","92132,95052","95052","why:","honestly:"
"AYOLVUJBAIR0M","il96mm35","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","148828","b5a","148828","148827","why:","honestly:"
" A264067K4VJPMA","il90lo03","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","102663","b5a","102663","102663","why:","honestly:"
"AFHYKBNXB3FQ2","il8zruxg","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","2073","b5a","2073","2073","why:","honestly:"
"A1HBIE5LRTQK1L","il96p3v0","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","65457","b4,b3,b5a","41073,52384,65457","65457","why:","honestly:"
"A1ESCPVSM3GQ95","il8zq6b0","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","54164","b5c,b5b,b5a","51741,53085,54164","54164","why:","honestly:"
"A3G2JDGJCXCWVD","il8zq3zt","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","160563","b2,b5a","120280,160563","160563","why:","honestly:"
"A2AMI7BVALOCJP","il90xl7q","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","15068","b3,b5a","8584,15068","15068","why:","honestly:"
"A1FBBY2JJYRMRI","il8zr08f","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","4","52065","b4,b2,b3,b5a","38684,45317,47529,52064","52065","why:","honestly:"
"A2T893QOA0QILP","il90pwag","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","140914","b5a","140914","140914","why:","honestly:"
"A3EHI7J2E5DSJK","il92619b","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","151393","b5a","151393","151394","why:","honestly:"
"A98XHW6B1VSSQ","il90nt87","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","96016","bb,b5c,b5a","34591,76186,96016","96016","why:","honestly:"
"A1DS5O8MSI3ZH0","il9e200f","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","82536","b5a","82536","82536","why:","honestly:"
"AOIR8V07FYMH5","il918lxd","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","282568","b5a","282568","282568","why:","honestly:"
"A3MPHGI584PR1U","il92qmqv","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","4","188319","bb,b2,b4,b5a","121591,145295,159342,188319","188318","why:","honestly:"
"A1P1AU0ZG7I6P5","il90l06s","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","14124","b1,b2,b3,b4,b5a","6393,11270,12086,13416,14124","14124","why:","honestly:"
"A33CFLCMJNHHNC","il90mukm","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","156223","b2,b5a","115080,156223","156223","why:","honestly:"
"A16N0O4K5DGOL6","il8zvign","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","6","20125","b2,b5b,b4,b5c,b1,b5a","9311,12317,15087,16201,19007,20125","20124","why:","honestly:"
"AZLBLEDRP6UYM","il90bfb0","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","12703","b5a","12703","12703","why:","honestly:"
"A3TPW4JUUJDUFI","il8zwyjp","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","6","20582","b3,b2,b1,b5c,b5b,b5a","8657,14861,16854,19094,19934,20582","20582","why:","honestly:"
"A3NH3VJF04DBJX","il9052q8","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","53804","bb,b5a","40011,53804","53804","why:","honestly:"
"A3OYUJ6E6BJS4H","il8znyt9","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","72919","b5a","72919","72919","why:","honestly:"
"A3IVMLE5FNMO6B","il90xw52","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","10517","b1,b2,b3,b4,b5a","7071,8354,9185,9820,10517","10517","why:","honestly:"
"A1TPGQAHLMY6UK","il9164ah","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","18220","b1,b2,b3,b4,b5a","7879,15280,16175,17043,18220","18220","why:","honestly:"
"A39RGARQZH9C9J","il980zyb","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","158126","b5a","158126","158125","why:","honestly:"
"A21FSF2MCK11IR","il8zqhbq","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","19025","b4,b5a","16825,19025","19025","why:","honestly:"
"A27BUT19WQ6P1O","il8zpdkv","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","57582","b5a","57582","57582","why:","honestly:"
"A2NWIKWCQ65ZP4","il93hi2a","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","79494","b5a","79494","79494","why:","honestly:"
"ACRKDBKAS8GM1","il9e71mq","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","74593","b5a","74593","74592","why:","honestly:"
"A1L8EDNM7HZZAX","il9cycpx","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","130255","b4,b5a","125585,130255","130255","why:","honestly:"
"A35W13N45CZB1O","il9bwd9r","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","113811","b5a","113811","113811","why:","honestly:"
"A16WTL2DOIQ5SV","il8zv98g","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","40901","b1,b4,b5a","28226,38016,40901","40901","why:","honestly:"
"A2H5YEOMOPC9G0","il91eimj","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","100632","bb,b5b,b5c,b3,b5a","71365,82364,83771,95457,100632","100631","why:","honestly:"
"ABI9ZPA1SGP8F","il8zoo9o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","42155","bb,b3,b5a","20387,40515,42155","42155","why:","honestly:"
"A1BWS5AD2T4NIR","il92vxqu","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","28050","b1,b2,b3,b4,b5a","12761,17129,19722,26218,28050","28050","why:","honestly:"
"A7KLTVEIASF4J","il8zq93o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","12850","b2,b1,b5c,b5b,b5a","4994,8758,10834,11882,12850","12850","why:","honestly:"
"A1M682B2WUSYJP","il8zo5gx","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","44740","b5a","44740","44740","why:","honestly:"
" ATZ6YP0R6EBKT","il92wij0","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","202468","bb,b5a","185623,202468","202467","why:","honestly:"
"A160HFSRDNT91E","il964nnj","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","52469","b5a","52469","52469","why:","honestly:"
"A3I34ICU7DQEAV","il9cbgns","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","92477","bb,b5a","43613,92477","92477","why:","honestly:"
"A2AWBDW9V1E9KT","il8zw6wa","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","131338","b5a","131338","131338","why:","honestly:"
"A1S5W9N861BFLD","il92rz7e","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","64354","b1,b4,b3,b2,b5a","29372,45202,58241,62010,64353","64354","why:","honestly:"
"A1JL8N1PWIFDH2","il9b0o30","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","96445","b5a","96444","96444","why:","honestly:"
"A2C84QVRK3KG57","il912ywz","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","6","142068","b1,b3,b2,b4,bb,b5a","83957,98551,124296,133576,138097,142067","142068","why:","honestly:"
"A1O0QLF543UTYK","il8zu7h2","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","11797","bb,b3,b2,b1,b5a","288,1490,5004,10752,11797","11797","why:","honestly:"
"A14MOF7D5EUMH1","il8zp82o","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","1","81619","b5a","81619","81618","why:","honestly:"
"A3TPW4JUUJDUFI","il90363f","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","12200","b4,bb,b3,b5b,b5a","3983,5733,9039,11416,12200","12200","why:","honestly:"
"A3NMQ3019X6YE0","il908oo7","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","224886","b5b,b5c,b5a","200126,211191,224886","224886","why:","honestly:"
"A2TXWYY91LRGJG","il91lzmf","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","204462","b5c,b5a","179813,204462","204462","why:","honestly:"
"A2W547LBD3LRTR","il8zufqm","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","43055","b3,b5a","32485,43055","43055","why:","honestly:"
"A1RV7FL4LT45GM","il8zwb94","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","5","13237","b2,b4,b5c,b5b,b5a","2614,4076,7973,11316,13237","13236","why:","honestly:"
"A38HCU1O9OS0C5","il98mxw9","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","3","133328","b5b,b5c,b5a","108583,125512,133327","133328","why:","honestly:"
" A5N6QK76RTR7R","il91ucug","walkthrough_prime,teach_prime,BRC,ORC,BOM,OOM","teach_prime","2","23169","bb,b5a","7608,23169","23169","why:","honestly:"
