workerId,postId,experimentID,taskID,clicks,time,clickorder,clicktime,scenarioTime,why,honestly
"A21S6AU76IFMKK","ilssqn6j","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","46891","b4,b5a,b3","41077,44494,46891","46892","why:","honestly:"
"A3LF8DZWHGRJRD","ilt1a23q","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","67763","b4,b5a,b3","16356,54730,67762","67763","why:","honestly:"
"AHB3QFZSFN9DL","ilst23jf","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","601528","b4,b5a,b3","545888,591345,601528","601528","why:","honestly:"
"A15FXOOCN5RT0","ilsog3ts","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","90732","b4,b5a,b3","72567,80727,90732","90732","why:","honestly:"
"A4YG74WC1EK5V","ilsp5ei3","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","58839","b4,b5a,b3","49983,56167,58839","58839","why:","honestly:"
"A10XW6SNPNQX16","ilsxe8fc","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","21040","b4,b5a,b3","11756,16766,21040","21039","why:","honestly:"
"A2A27TLFWKDXUW","ilsoas8w","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","190960","b4,b5a,b3","176728,184830,190959","190959","why:","honestly:"
"A2U7BMG19Q83GE","ilsoe9pn","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","38714","b4,b5a,b3","21663,27853,38714","38714","why:","honestly:"
"A1AVKKVWWFUGLT","ilsqxj2t","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","73270","b4,b5a,b3","58605,65844,73270","73264","why:","honestly:"
"A38DAL9E63VSIT","ilss4ygp","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","208614","b4,b5a,b3","189808,197510,208614","208613","why:","honestly:"
"A23ZYWM2WHJI2M","ilsp2b5s","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","50086","b4,b5a,b3","44630,48006,50086","50086","why:","honestly:"
"A1CW30JQN12CIN","ilsrrxvm","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","203863","b4,b5a,b3","166372,188066,203863","203862","why:","honestly:"
"AKLV0WIZZ356X","ilsocckj","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","90352","b4,b5a,b3","60209,88112,90352","90352","why:","honestly:"
"A2D2XQP00IZFR1","ilt15rvi","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","349092","b4,b5a,b3","219990,315784,349092","349092","why:","honestly:"
"A3QLGMZOLGMBQ1","ilspjxsw","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","96397","b4,b5a,b3","73297,86703,96397","96396","why:","honestly:"
"A2TXWYY91LRGJG","ilt1lk95","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","25630","b4,b5a,b3","22232,24146,25630","25630","why:","honestly:"
"A2H5YEOMOPC9G0","ilsuh1ak","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","69222","b4,b5a,b3","63245,65916,69222","69221","why:","honestly:"
"A1WOCD9SAYI07V","ilss30u4","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","97223","b4,b5a,b3","85084,93796,97223","97224","why:","honestly:"
"A1GYO6CJMVA9ZA","ilsqvtlm","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","120709","b4,b5a,b3","87849,98994,120708","120709","why:","honestly:"
"A2YJQUHFIXNOY0","ilsoawv9","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","68408","b4,b5a,b3","59318,65378,68408","68407","why:","honestly:"
"A10XW6SNPNQX16","ilsx61f6","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","81195","b4,b5a,b3","71243,77674,81195","81195","why:","honestly:"
"A2W9HBGFNRLWF9","ilsp0725","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","72925","b4,b5a,b3","55960,63810,72925","72925","why:","honestly:"
"A3ISDIYTS02E8C","ilsvlkd1","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","257065","b4,b5a,b3","236864,246469,257065","257065","why:","honestly:"
"A2RMEJGT4ZVL6C","ilsrrwkh","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","165749","b4,b5a,b3","137015,157006,165748","165747","why:","honestly:"
"A3IRUA58OE3G9","ilsor993","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","72895","b4,b5a,b3","62245,68313,72895","72895","why:","honestly:"
"A2TXWYY91LRGJG","ilt1v8hw","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","40407","b4,b5a,b3","34092,37576,40407","40391","why:","honestly:"
"A1WOCD9SAYI07V","ilsse1zd","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","75335","b4,b5a,b3","68419,71296,75335","75335","why:","honestly:"
"A16M46MK3XDRCL","ilsobpbx","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","80262","b4,b5a,b3","59407,71681,80261","80262","why:","honestly:"
"A1KHF6KTBO6X1P","ilsrdtqf","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","49241","b4,b5a,b3","37748,45890,49241","49241","why:","honestly:"
"A1XVZCQ983ETMR","ilso9cud","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","69878","b4,b5a,b3","61487,63772,69878","69877","why:","honestly:"
"A8V5CX8UFX7GQ","ilsr8wf0","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","201841","b4,b5a,b3","187966,196225,201841","201841","why:","honestly:"
"A3R38I5CQL07HI","ilsoqyuo","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","471745","b4,b5a,b3","377995,456572,471745","471745","why:","honestly:"
"A1P9OBGX73AGSL","ilsqewit","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","132083","b4,b5a,b3","94910,117481,132083","132073","why:","honestly:"
"ABO9F0JD9NN54","ilsw99ma","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","129281","b4,b5a,b3","110895,123815,129281","129281","why:","honestly:"
"A3A28RJ83OIL3D","ilst8z89","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","298456","b4,b5a,b3","288992,294407,298456","298455","why:","honestly:"
"AMDX0UNZS4A1G","ilsw89ad","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","144594","b4,b5a,b3","122994,135824,144594","144593","why:","honestly:"
"A29ZV4XJB7R1O","ilsrtprt","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","121124","b4,b5a,b3","118116,119739,121124","121124","why:","honestly:"
"A2C39KTRMOM1XZ","ilswqbsp","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","94926","b4,b5a,b3","79613,87007,94926","94926","why:","honestly:"
"A31I0QLK8BS1P0","ilsp53v9","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","151049","b4,b5a,b3","134695,142744,151048","151048","why:","honestly:"
"A1WOV2JIV5I9VE","ilsopm9j","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","93181","b4,b5a,b3","85177,89070,93180","93181","why:","honestly:"
"A1DS5O8MSI3ZH0","iltggkmt","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","137299","b4,b5a,b3","118459,122324,137299","137300","why:","honestly:"
"A2NFKOH8HAAL1P","ilsz8c2x","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","154328","b4,b5a,b3","125400,142823,154328","154328","why:","honestly:"
"A28WKEUHQLFVS3","ilsr5uyp","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","75048","b4,b5a,b3","64627,72919,75048","75047","why:","honestly:"
"A140524EWF2GKE","ilsof4u5","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","65440","b4,b5a,b3","51285,57300,65440","65440","why:","honestly:"
"A3L5XFNSOY6QET","ilspmuf9","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","1187887","b4,b5a,b3","1176219,1180956,1187886","1187887","why:","honestly:"
"A61GHYNS1DFT7","ilspiakw","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","83017","b4,b5a,b3","54954,62305,83017","83017","why:","honestly:"
"A333STM8M95GJX","ilsrdx4b","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","116683","b4,b5a,b3","101380,107165,116683","116683","why:","honestly:"
"A28F1ZWZ9H0RHA","ilsuqzag","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","124491","b4,b5a,b3","102227,114322,124490","124491","why:","honestly:"
"A3K9GTQBOI7O5A","ilspie4b","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","188964","b4,b5a,b3","169319,179266,188964","188963","why:","honestly:"
"A21LYHAOO5P2CC","ilsoz0v0","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","433251","b4,b5a,b3","418954,427330,433251","433251","why:","honestly:"
"AH31QLJ57XC8W","ilssli77","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","59600","b4,b5a,b3","42680,55873,59599","59599","why:","honestly:"
"A36OTYLX5AT2KM","ilt07rs5","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","116747","b4,b5a,b3","101890,109778,116747","116748","why:","honestly:"
"A1IW7D6O1X8GWC","ilsu7612","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","61499","b4,b5a,b3","38395,58099,61499","61498","why:","honestly:"
"a3pqugiqqbpr98","ilsytbf3","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","119704","b4,b5a,b3","103462,112081,119704","119703","why:","honestly:"
"AHPUVVEDSDA5F","ilsznvqa","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","100851","b4,b5a,b3","70019,97682,100850","100851","why:","honestly:"
"AEJO933AJ3ZZH","ilsodkhu","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","144707","b4,b5a,b3","118485,137475,144705","144707","why:","honestly:"
"AX8W8FDX8A823","ilstg4cj","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","186849","b4,b5a,b3","164878,176174,186849","186849","why:","honestly:"
"A24HGYC86FYG6O","ilsq2yw2","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","104126","b4,b5a,b3","91082,98030,104126","104122","why:","honestly:"
"A3P5WIW36V70AI","ilsojb7s","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","705691","b4,b5a,b3","634747,702591,705690","705691","why:","honestly:"
"A1HK7CR71C8BCA","ilsoa2mh","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","162924","b4,b5a,b3","134059,151039,162924","162924","why:","honestly:"
"A3P23Q72KQ164T","ilsog6gu","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","138943","b4,b5a,b3","130793,134616,138943","138943","why:","honestly:"
"A1S26U10C10581","ilssdlsi","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","129227","b4,b5a,b3","110119,117385,129227","129226","why:","honestly:"
"A3GU2X1UXQK0SA","ilsovyty","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","72902","b4,b5a,b3","54988,64607,72902","72902","why:","honestly:"
"AZ57GKYAAO7T6","ilsodhp6","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","58756","b4,b5a,b3","53914,57341,58756","58756","why:","honestly:"
"A3G8KL4S7T9K0C","ilsotemu","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","169850","b4,b5a,b3","151346,162505,169850","169849","why:","honestly:"
"AHPQVIEIBZOAS","ilsodxvn","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","775686","b4,b5a,b3","724777,767175,775686","775686","why:","honestly:"
"A61GHYNS1DFT7","ilspnlqt","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","10867","b4,b5a,b3","6850,9362,10867","10867","why:","honestly:"
"A38VJLWAK356BN","ilsxtyt9","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","walkthrough_prime","3","218335","b4,b5a,b3","197527,209559,218335","218335","why:","honestly:"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_time_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_clickorder_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_clicktime_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_scenariotime_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_why_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime","_honestly_walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC_teach_prime"
"A3083883A6RJES","ilsqol4k","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","129890","b5b,b5a","124696,129890","129890","why:","honestly:"
"A3DGO2O513UJMO","ilsr13qc","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","19865","b1,b2,b3,b5a","10661,14226,16965,19865","19865","why:","honestly:"
"A6ORRFI3XOACA","ilsp2gjk","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","41089","b5a","41089","41088","why:","honestly:"
"A1JNC3HWWHJD2J","ilsp65xj","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","32897","bb,b5a","7199,32897","32897","why:","honestly:"
"A3PA0L5IE62V4C","ilstk1rp","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","17055","b2,b4,b5a","10264,14743,17055","17055","why:","honestly:"
"A3MWSVO26MJI82","ilsocl0n","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","84653","b3,b2,b4,b5a","40950,68052,75020,84652","84653","why:","honestly:"
"A1JL8N1PWIFDH2","ilt4akkl","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","50719","b5a","50719","50719","why:","honestly:"
"A3KHKFLJZN00QI","ilssdbq5","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","7344","b4,b5a","6358,7344","7343","why:","honestly:"
"A3KHOW5FW32RUL","ilsp5gzh","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","5","139601","b4,b3,b2,b1,b5a","83385,130751,134535,137258,139601","139601","why:","honestly:"
"A2QTP92PCZUGI2","ilsomiul","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","268817","b2,b4,b5a","251780,262473,268817","268817","why:","honestly:"
"A2K1QVO3F9M9Z9","ilso9ukx","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","13157","b3,b2,b1,b5a","3878,10802,12208,13157","13157","why:","honestly:"
"A61GHYNS1DFT7","ilsp6n3d","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","105200","b4,b5b,b5c,b5a","85905,98129,103160,105200","105200","why:","honestly:"
"A3UV55HC87DO9C","ilsqpcue","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","33252","b4,b5a","29702,33252","33252","why:","honestly:"
"A1SEQOG02JOFVS","ilsuuzi2","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","5","55007","b3,b4,b5c,b5b,b5a","22649,26463,50611,52269,55007","55007","why:","honestly:"
"A28FA9S6Y1M1I7","ilsp4b28","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","190634","b5a","190634","190634","why:","honestly:"
"A2HJJKWNN7HZRR","ilss89g6","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","196965","b3,b4,b5a","192231,193940,196965","196964","why:","honestly:"
"A2ZOFUJSX6RO46","ilsx4wj7","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","9359","b3,b4,b5a","2680,5626,9358","9359","why:","honestly:"
"A3F6SDO4GYBE4Y","ilsp4yff","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","26295","b5a","26295","26294","why:","honestly:"
"A3MEXVF979S444","ilspd471","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","112612","b5a","112612","112612","why:","honestly:"
"A3UNLVZ3F1EZBS","ilszgppo","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","110855","b5a","110854","110854","why:","honestly:"
"A9WIOFVRSYW3L","ilsoah0t","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","227961","b2,b4,b5b,b5a","146843,162113,226357,227961","227961","why:","honestly:"
"A21S6AU76IFMKK","ilssqn6j","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","28035","b5a","28035","28035","why:","honestly:"
"A3LF8DZWHGRJRD","ilt1a23q","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","4048","b5a","4048","4047","why:","honestly:"
"AHB3QFZSFN9DL","ilst23jf","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","329032","b5a","329031","329032","why:","honestly:"
"A15FXOOCN5RT0","ilsog3ts","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","41263","b5a","41263","41263","why:","honestly:"
"A4YG74WC1EK5V","ilsp5ei3","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","6","10305","b4,b3,b2,b1,b5b,b5a","6585,7297,7922,8818,9713,10305","10304","why:","honestly:"
"A10XW6SNPNQX16","ilsxe8fc","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","7","40550","b2,bb,b1,b3,b5c,b5b,b5a","8742,28840,33004,34009,38411,39749,40549","40549","why:","honestly:"
"A2A27TLFWKDXUW","ilsoas8w","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","98109","b4,b5a","74470,98109","98109","why:","honestly:"
"A2U7BMG19Q83GE","ilsoe9pn","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","5","13317","b2,b1,b3,b4,b5a","4358,6632,10632,12005,13317","13318","why:","honestly:"
"A1AVKKVWWFUGLT","ilsqxj2t","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","74109","b2,b5a","58201,74109","74109","why:","honestly:"
"A38DAL9E63VSIT","ilss4ygp","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","97783","b2,b4,b5a","77848,88723,97782","97782","why:","honestly:"
"AKLV0WIZZ356X","ilsocckj","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","36960","b5a","36960","36960","why:","honestly:"
"A2D2XQP00IZFR1","ilt15rvi","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","160951","b5c,b5a","124934,160951","160951","why:","honestly:"
"A3QLGMZOLGMBQ1","ilspjxsw","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","113420","b3,b4,b5a","93897,106062,113420","113420","why:","honestly:"
"A2TXWYY91LRGJG","ilt1lk95","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","28549","bb,b5a","8884,28549","28549","why:","honestly:"
"A2H5YEOMOPC9G0","ilsuh1ak","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","3","37481","bb,b4,b5a","18939,34983,37481","37480","why:","honestly:"
"A1WOCD9SAYI07V","ilss30u4","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","4","42832","b2,b5c,b5b,b5a","25799,39857,41669,42832","42832","why:","honestly:"
"A1GYO6CJMVA9ZA","ilsqvtlm","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","50019","b5b,b5a","41606,50018","50016","why:","honestly:"
"A2YJQUHFIXNOY0","ilsoawv9","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","70158","b2,b5a","43995,70157","70157","why:","honestly:"
"A10XW6SNPNQX16","ilsx61f6","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","61524","b4,b5a","47521,61524","61523","why:","honestly:"
"A2RMEJGT4ZVL6C","ilsrrwkh","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","1","174107","b5a","174107","174107","why:","honestly:"
"A3IRUA58OE3G9","ilsor993","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","63125","b4,b5a","55063,63125","63125","why:","honestly:"
"A2TXWYY91LRGJG","ilt1v8hw","walkthrough_prime,teach_prime,BRM,ORM,BOC,OOC","teach_prime","2","36968","bb,b5a","23931,36968","36968","why:","honestly:"
